Date,Province,District,Ga.Pa/Na.Pa.,Ward,Protected Area,Lat,Lon,YEAR,DOY,T2M_MIN,T2M_MAX,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WD2M,GWETTOP,GWETROOT,Confidence
4/1/2021,Lumbini,Bardiya,Bansagadhi,8,Bardiya National Nikunja Intermediate Region,28.303,81.523,2021,91,20.84,42.12,30.37,8.91,44.12,0,3.59,287.94,0.12,0.59,74
4/1/2021,Lumbini,Bardiya,Bansagadhi,8,Bardiya National Nikunja Intermediate Region,28.296,81.519,2021,91,20.84,42.12,30.37,8.91,44.12,0,3.59,287.94,0.12,0.59,74
4/1/2021,Lumbini,Bardiya,Bansagadhi,8,Bardiya National Nikunja Intermediate Region,28.298,81.53,2021,91,20.84,42.12,30.37,8.91,44.12,0,3.59,287.94,0.12,0.59,78
4/1/2021,Lumbini,Bardiya,Barbardiya,1,Bardiya National Nikunja Intermediate Region,28.348,81.362,2021,91,20.84,42.12,30.37,8.91,44.12,0,3.59,287.94,0.12,0.59,67
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.335,81.605,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,94
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.321,81.566,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,47
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.319,81.577,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,100
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.439,81.357,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,73
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.444,81.364,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,57
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.327,81.565,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,75
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.321,81.504,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,28
3/30/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.353,81.591,2021,89,19.8,41.64,29.97,10.68,50.31,0,4.65,268.81,0.12,0.59,30
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.344,81.544,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,59
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.334,81.552,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,35
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.606,81.304,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,82
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.465,81.356,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,27
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.545,81.412,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,74
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.432,81.379,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,34
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.438,81.371,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,50
3/29/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.348,81.584,2021,88,20.12,42.41,30.51,8.79,41.44,0,4.18,272.88,0.12,0.59,37
3/24/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.587,81.32,2021,83,19.87,38.74,29.02,6.9,34.69,0,3,251.94,0.13,0.59,57
3/24/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.507,81.245,2021,83,19.87,38.74,29.02,6.9,34.69,0,3,251.94,0.13,0.59,65
3/24/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.374,81.504,2021,83,19.87,38.74,29.02,6.9,34.69,0,3,251.94,0.13,0.59,64
3/21/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.385,81.472,2021,80,20.51,39.44,29.38,9.52,45.81,0,3.59,305.31,0.14,0.59,55
3/21/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.385,81.473,2021,80,20.51,39.44,29.38,9.52,45.81,0,3.59,305.31,0.14,0.59,66
3/21/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.38,81.484,2021,80,20.51,39.44,29.38,9.52,45.81,0,3.59,305.31,0.14,0.59,66
3/21/2021,Lumbini,Bardiya,Barbardiya,1,Bardiya National Nikunja Intermediate Region,28.403,81.348,2021,80,20.51,39.44,29.38,9.52,45.81,0,3.59,305.31,0.14,0.59,79
3/25/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.59,81.314,2021,84,20.19,39.69,29.66,3.54,16.19,0,3.75,69.62,0.13,0.59,57
3/25/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.506,81.378,2021,84,20.19,39.69,29.66,3.54,16.19,0,3.75,69.62,0.13,0.59,45
3/25/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.48,81.383,2021,84,20.19,39.69,29.66,3.54,16.19,0,3.75,69.62,0.13,0.59,62
3/25/2021,Lumbini,Bardiya,Barbardiya,1,Bardiya National Nikunja Intermediate Region,28.349,81.377,2021,84,20.19,39.69,29.66,3.54,16.19,0,3.75,69.62,0.13,0.59,66
3/26/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.537,81.442,2021,85,20.33,40.42,30.15,3.72,15.5,0,3.84,70.69,0.13,0.59,55
3/26/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.401,81.671,2021,85,20.33,40.42,30.15,3.72,15.5,0,3.84,70.69,0.13,0.59,47
3/26/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.36,81.511,2021,85,20.33,40.42,30.15,3.72,15.5,0,3.84,70.69,0.13,0.59,74
3/26/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.636,81.291,2021,85,20.33,40.42,30.15,3.72,15.5,0,3.84,70.69,0.13,0.59,100
3/26/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.414,81.68,2021,85,20.33,40.42,30.15,3.72,15.5,0,3.84,70.69,0.13,0.59,43
3/26/2021,Lumbini,Bardiya,Bansagadhi,8,Bardiya National Nikunja Intermediate Region,28.296,81.509,2021,85,20.33,40.42,30.15,3.72,15.5,0,3.84,70.69,0.13,0.59,37
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.608,81.338,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,72
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.604,81.313,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,48
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.461,81.376,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,56
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.356,81.496,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,37
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.358,81.536,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,57
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.391,81.532,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,70
3/27/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.393,81.525,2021,86,20.65,41.92,30.86,6.35,28.38,0,3.07,224.69,0.13,0.59,31
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.335,81.549,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,45
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.346,81.539,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,37
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.347,81.528,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,72
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.361,81.566,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,61
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.366,81.562,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,48
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.436,81.394,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,51
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.447,81.383,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,57
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.627,81.313,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,43
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.419,81.387,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,34
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.434,81.384,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,50
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.419,81.38,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,45
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.402,81.518,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,75
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.356,81.582,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,16
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.437,81.372,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,16
3/28/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.321,81.543,2021,87,21.12,41.92,30.89,7.26,32.5,0,3.34,310.38,0.13,0.59,40
3/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.404,81.46,2021,73,19.41,38.33,28.38,5,23.62,0,3.34,191,0.15,0.59,67
3/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.562,81.252,2021,73,19.41,38.33,28.38,5,23.62,0,3.34,191,0.15,0.59,54
3/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.399,81.451,2021,73,19.41,38.33,28.38,5,23.62,0,3.34,191,0.15,0.59,43
3/14/2021,Lumbini,Bardiya,Geruwa,4,Bardiya National Nikunja Intermediate Region,28.559,81.247,2021,73,19.41,38.33,28.38,5,23.62,0,3.34,191,0.15,0.59,58
3/12/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.405,81.418,2021,71,17.88,37.2,26.78,8.48,47.31,0,3.01,311.69,0.15,0.59,67
3/12/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.408,81.425,2021,71,17.88,37.2,26.78,8.48,47.31,0,3.01,311.69,0.15,0.59,19
3/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.413,81.448,2021,72,18.86,38.55,27.96,6.23,33.44,0,2.77,213.06,0.15,0.59,47
3/9/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.434,81.538,2021,68,18.61,38.59,27.84,8.85,47.12,0,3.09,292.94,0.16,0.59,65
3/9/2021,Lumbini,Bardiya,Barbardiya,1,Bardiya National Nikunja Intermediate Region,28.416,81.373,2021,68,18.61,38.59,27.84,8.85,47.12,0,3.09,292.94,0.16,0.59,63
3/11/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.397,81.415,2021,70,18.41,37.23,26.83,9.03,49.56,0,3.98,275.38,0.15,0.59,66
3/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.404,81.478,2021,75,19.81,38.45,28.6,7.51,37.5,0,3.66,318.44,0.14,0.59,49
3/17/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.398,81.658,2021,76,20.21,38.56,28.93,7.32,35.31,0,3.25,322.88,0.14,0.59,75
3/20/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.494,81.333,2021,79,20.13,37.9,28.57,9.46,45.81,0,3.39,321.5,0.14,0.59,74
2/19/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.512,81.282,2021,50,16.41,34.28,24.99,5.07,26.38,0,3.7,69.56,0.19,0.59,49
2/19/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.505,81.288,2021,50,16.41,34.28,24.99,5.07,26.38,0,3.7,69.56,0.19,0.59,72
2/19/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.515,81.286,2021,50,16.41,34.28,24.99,5.07,26.38,0,3.7,69.56,0.19,0.59,88
2/19/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.434,81.548,2021,50,16.41,34.28,24.99,5.07,26.38,0,3.7,69.56,0.19,0.59,43
3/4/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.452,81.24,2021,63,15.76,38.48,26.65,6.23,35.56,0,3.33,315.5,0.16,0.59,72
3/4/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.445,81.218,2021,63,15.76,38.48,26.65,6.23,35.56,0,3.33,315.5,0.16,0.59,23
3/2/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.569,81.299,2021,61,15.04,36.87,25.21,4.09,27.5,0,3.37,301.62,0.16,0.59,66
3/2/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.568,81.289,2021,61,15.04,36.87,25.21,4.09,27.5,0,3.37,301.62,0.16,0.59,50
1/22/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.475,81.235,2021,22,11.8,32.73,21.01,7.26,55.38,0,2.52,296.94,0.3,0.59,88
1/22/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.478,81.241,2021,22,11.8,32.73,21.01,7.26,55.38,0,2.52,296.94,0.3,0.59,64
1/23/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.441,81.224,2021,23,13.28,31.57,21.41,8.42,56.81,0,3.02,242,0.29,0.59,58
2/5/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.436,81.517,2021,36,12.07,29.61,20.02,3.42,26.56,0,4.14,27.5,0.23,0.59,48
2/7/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.538,81.26,2021,38,11.62,32.12,20.87,2.75,20.06,0,4.27,61.12,0.22,0.59,51
2/7/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.536,81.248,2021,38,11.62,32.12,20.87,2.75,20.06,0,4.27,61.12,0.22,0.59,90
4/23/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.419,81.533,2020,114,24.19,40.55,32.08,12.94,48.94,1.42,5.71,276.12,0.28,0.59,49
4/23/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.42,81.543,2020,114,24.19,40.55,32.08,12.94,48.94,1.42,5.71,276.12,0.28,0.59,47
12/28/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.493,81.237,2020,363,6.15,24.49,14,2.87,32.75,0,4.23,22.56,0.53,0.61,82
1/9/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.456,81.217,2021,9,9.53,28.69,18.34,4.64,37.31,0,4.53,97.19,0.4,0.6,56
1/9/2021,Lumbini,Bardiya,Madhuwan,1,Bardiya National Nikunja Intermediate Region,28.418,81.214,2021,9,9.53,28.69,18.34,4.64,37.31,0,4.53,97.19,0.4,0.6,67
3/8/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.47,81.239,2020,68,13.8,33.48,23.4,5.43,38.62,0,2.09,191.94,0.2,0.59,85
1/13/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.511,81.249,2020,13,14.04,26.04,19.63,10.62,75.75,0.19,4.24,289.56,0.61,0.63,24
2/8/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.501,81.282,2020,39,9.74,29.1,18.44,2.99,25.31,0,5.29,41.69,0.36,0.6,48
2/10/2020,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.506,81.281,2020,41,10.8,31.04,20.44,4.39,30.56,0,3.66,60.44,0.34,0.6,48
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.577,81.271,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,98
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.581,81.289,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,61
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.583,81.275,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,75
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.572,81.277,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,90
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.483,81.261,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,30
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.394,81.578,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,64
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.383,81.581,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,33
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.357,81.685,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,80
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.357,81.702,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,57
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.568,81.395,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,78
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.588,81.277,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,24
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.6,81.297,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,91
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.598,81.286,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,99
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.485,81.535,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,67
4/14/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.391,81.591,2021,104,21.51,40.59,30.87,9.16,39.62,0,3.2,303.31,0.12,0.59,22
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.567,81.272,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,96
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.576,81.274,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,70
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.566,81.282,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,66
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.527,81.482,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,67
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.401,81.577,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,77
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.399,81.588,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,58
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.552,81.294,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,58
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.565,81.292,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,82
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.553,81.388,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,56
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.545,81.289,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,19
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.559,81.288,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,18
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.572,81.286,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,81
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.55,81.378,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,76
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.573,81.303,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,62
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.476,81.427,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,57
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.523,81.362,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,54
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.371,81.605,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,76
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.379,81.617,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,27
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.408,81.622,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,82
4/13/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.409,81.61,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,67
4/13/2021,Lumbini,Bardiya,Barbardiya,1,Bardiya National Nikunja Intermediate Region,28.383,81.357,2021,103,21.65,41.51,31.34,8.24,35.94,0,4.31,296.81,0.12,0.59,71
4/15/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.622,81.291,2021,105,21.79,40.29,30.57,10.01,43.69,0,4.56,271.44,0.12,0.59,48
4/15/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.612,81.289,2021,105,21.79,40.29,30.57,10.01,43.69,0,4.56,271.44,0.12,0.59,49
4/15/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.517,81.472,2021,105,21.79,40.29,30.57,10.01,43.69,0,4.56,271.44,0.12,0.59,11
4/15/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.48,81.536,2021,105,21.79,40.29,30.57,10.01,43.69,0,4.56,271.44,0.12,0.59,44
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.632,81.29,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,73
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.634,81.301,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,90
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.625,81.298,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,100
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.602,81.39,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,48
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.593,81.392,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,78
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.584,81.393,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,84
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.518,81.445,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,34
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.52,81.456,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,74
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.468,81.536,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,58
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.475,81.524,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,26
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.484,81.528,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,77
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.482,81.517,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,86
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.505,81.48,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,79
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.503,81.469,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,89
4/16/2021,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,28.501,81.459,2021,106,22.04,40.1,30.41,11.72,50.75,0,4.72,275.88,0.12,0.59,77
